Element,Incentive 1,Incentive 2,Incentive 3,Incentive 4,Incentive 5,Incentive 6,Incentive 7,Incentive 8,Incentive 9,Incentive 10,Incentive 11,Incentive 12,Incentive 13,Incentive 14,Incentive 15,Incentive 16,Incentive 17,Incentive 18,Incentive 19,Incentive 20,Incentive 21,Incentive 22,Incentive 23,Incentive 24
80,-0.271021032,-0.217306251,-0.00575112,-0.015037393,-1.82E-11,-0.271021032,-1.76E-11,-1.76E-11,-0.201212426,-0.047549812,-0.099818274,-0.105273463,-0.248674769,-0.260794593,-0.01646654,-0.180140844,-0.038497588,-0.207597652,-0.000848836,-0.873042962,-7.30E-11,-7.30E-11,-0.269387321,-0.321499929
81,-0.3769606,-0.302249216,-0.008004604,-0.022248011,1.02E-12,-0.3769606,5.02E-12,5.02E-12,-0.081831004,-0.040180926,-0.049798976,-0.049798976,-0.099393977,-0.108046059,-0.013914689,-0.250556201,-0.032531544,-0.081979809,-0.00071729,-0.754773094,6.02E-12,6.02E-12,-0.108046059,-0.258517199
82,-0.636930644,-0.510694719,-0.013429863,-0.034695024,4.41E-13,-0.636930644,7.64E-14,7.64E-14,-0.195275122,-0.043593185,-0.092935079,-0.10002705,-0.242847769,-0.249414223,-0.015096357,-0.423351732,-0.035294199,-0.202303343,-0.000778204,-0.81857355,3.07E-12,3.07E-12,-0.263170735,-0.309824333
83,-0.646158965,-0.518094041,-0.010825767,-0.029041935,1.57E-12,-0.646158965,1.84E-12,1.84E-12,-0.160761042,-0.043067249,-0.089879579,-0.100975531,-0.192594876,-0.208228431,-0.014914225,-0.429485564,-0.034868387,-0.158617287,-0.000768815,-0.865401129,3.19E-12,3.19E-12,-0.208228431,-0.144840659
84,-0.457985338,-0.367215326,-0.01509392,-0.039430715,-1.66E-12,-0.457985338,-1.28E-11,-1.28E-11,-0.13671359,-0.048748532,-0.084781635,-0.06612215,-0.192891639,-0.211011566,-0.016881658,-0.304411301,-0.039468104,-0.163849418,-0.000870235,-0.60848471,-1.87E-12,-1.87E-12,-0.211011566,-0.476152319
85,-1.640518607,-1.315377425,-0.025303374,-0.066278668,1.87E-10,-1.640518607,1.90E-10,1.90E-10,-0.256268658,-0.044776696,-0.095919783,-0.138211618,-0.303602206,-0.292906395,-0.015506208,-0.612631838,-0.0362524,-0.249283011,-0.000799331,-0.904489256,1.85E-10,1.85E-10,-0.321917642,-0.096030663
86,-0.319319421,-0.256032181,-0.009143043,-0.025033925,-1.02E-11,-0.319319421,-1.26E-11,-1.26E-11,-0.018355879,-0.026004638,-0.009794616,-0.009794616,-0.023470906,-0.026004638,-0.003783094,-0.212243564,-0.02264602,-0.019594262,-0.000728684,-0.505409764,-1.02E-11,-1.02E-11,-0.026004638,-0.492899571
87,-0.61045294,-0.489464741,-0.014393571,-0.041111725,-3.19E-12,-0.61045294,2.00E-11,2.00E-11,-0.183659563,-0.045238345,-0.094973747,-0.089762951,-0.241080018,-0.250325335,-0.015666078,-0.399271598,-0.036626164,-0.201603867,-0.000807573,-0.812192916,-1.04E-11,-1.04E-11,-0.261229532,-0.318404592
88,-0.891136678,-0.714518607,-0.011917478,-0.031199198,-2.97E-11,-0.891136678,-3.03E-11,-3.03E-11,-0.078080975,-0.042832564,-0.049508875,-0.049508875,-0.093200308,-0.100684973,-0.014832954,-0.59231607,-0.03467838,-0.075925459,-0.000764626,-0.865217793,-3.07E-11,-3.07E-11,-0.100684973,-0.090309534
89,-0.886607922,-0.710887424,-0.017541631,-0.045784823,1.47E-11,-0.886607922,1.25E-11,1.25E-11,-0.233078665,-0.045134859,-0.096687033,-0.109539765,-0.313917964,-0.287805657,-0.01563024,-0.485542014,-0.036542379,-0.261650345,-0.000805725,-0.868291189,2.37E-11,2.37E-11,-0.319632945,-0.278667785
90,-0.304053176,-0.243791617,-0.005066962,-0.01279544,-9.82E-12,-0.304053176,-1.02E-11,-1.02E-11,-0.229835671,-0.047106413,-0.100910458,-0.135428081,-0.274253675,-0.283461479,-0.016312991,-0.202096476,-0.038138601,-0.226679015,-0.00084092,-0.95154954,-1.16E-11,-1.16E-11,-0.295974411,-0.150448021
91,-0.450082537,-0.360878813,-0.009716184,-0.025464023,9.10E-13,-0.450082537,-7.55E-14,-7.55E-14,-0.151949923,-0.045937062,-0.089921648,-0.091074415,-0.183719307,-0.199270765,-0.015908044,-0.299158509,-0.037191863,-0.152417459,-0.000820046,-0.840746058,-9.22E-12,-9.22E-12,-0.199270765,-0.28092409
92,-0.643751798,-0.516163961,-0.012718182,-0.034797735,-1.27E-12,-0.643751798,1.50E-12,1.50E-12,-0.250232184,-0.044132025,-0.09453878,-0.111424024,-0.464566063,-0.294213497,-0.015282958,-0.427885581,-0.035730457,-0.390057513,-0.000787823,-0.87979825,-1.20E-12,-1.20E-12,-0.353056196,-0.165610848
93,-0.078539988,-0.062973823,-0.002380374,-0.006350658,3.86E-12,-0.078539988,5.72E-12,5.72E-12,-0.092964787,-0.043235453,-0.049141234,-0.047553465,-0.122572592,-0.135886166,-0.011181826,-0.052203549,-0.035186259,-0.104936604,-0.000837511,-0.464386856,3.94E-12,3.94E-12,-0.135886166,-0.554440894
94,-0.090204238,-0.072326286,-0.002521422,-0.006642923,7.67E-12,-0.090204238,7.55E-12,7.55E-12,-0.055356093,-0.041333234,-0.029498728,-0.029498728,-0.070708653,-0.078254252,-0.010693883,-0.059956481,-0.033639188,-0.059550167,-0.000793996,-0.519431406,7.66E-12,7.66E-12,-0.078254252,-0.517190521
95,-0.290267946,-0.232738539,-0.00393508,-0.010311874,-2.84E-11,-0.290267946,-2.82E-11,-2.82E-11,-0.127988109,-0.0430538,-0.080626198,-0.080653702,-0.15315377,-0.165562412,-0.014909568,-0.192933781,-0.034857498,-0.125476532,-0.000768575,-0.869686755,-2.94E-11,-2.94E-11,-0.165562412,-0.091931195
96,-0.359486955,-0.288059267,-0.012011639,-0.032664043,-1.95E-12,-0.359486955,-1.95E-12,-1.95E-12,-0.074542978,-0.044955721,-0.035500662,-0.035500662,-0.09870121,-0.110380207,-0.00883799,-0.238638252,-0.035885964,-0.084776826,-0.000713523,-0.415547988,-1.95E-12,-1.95E-12,-0.110380207,-0.599770451
97,-0.332082298,-0.266265531,-0.007739649,-0.021601185,-3.93E-11,-0.332082298,-4.16E-11,-4.16E-11,-0.115005117,-0.041338654,-0.067767996,-0.067428967,-0.141284939,-0.154146494,-0.014315611,-0.220726726,-0.033468871,-0.117934378,-0.000737957,-0.659817925,-3.62E-11,-3.62E-11,-0.154146494,-0.381885324
98,-0.674456622,-0.540783269,-0.018132167,-0.050058431,-7.16E-13,-0.674456622,1.02E-11,1.02E-11,-0.148483831,-0.044428706,-0.085292585,-0.075772818,-0.189450777,-0.206308959,-0.015385699,-0.357582713,-0.035970658,-0.158745889,-0.000793119,-0.723413856,-5.81E-13,-5.81E-13,-0.206308959,-0.401478605
99,-0.673875783,-0.540317549,-0.014294261,-0.036955411,-1.58E-12,-0.673875783,-2.39E-11,-2.39E-11,-0.236675194,-0.047916343,-0.102645474,-0.108548628,-0.35600733,-0.308421361,-0.01659347,-0.447908234,-0.038794342,-0.298433019,-0.000855379,-0.890512347,-3.59E-11,-3.59E-11,-0.348841974,-0.306314358
100,-0.188246352,-0.150937027,-0.003680811,-0.009430086,4.36E-12,-0.188246352,3.97E-12,3.97E-12,-0.207930109,-0.044569056,-0.094936418,-0.108260239,-0.258910667,-0.259915699,-0.015434302,-0.125122602,-0.036084289,-0.216542834,-0.000795625,-0.791069316,8.48E-12,8.48E-12,-0.277102381,-0.350437069
101,-0.249481572,-0.200035785,-0.005076526,-0.013637859,-3.84E-12,-0.249481572,-5.31E-12,-5.31E-12,-0.167451445,-0.045669029,-0.090910769,-0.094631792,-0.205118717,-0.223027569,-0.015815224,-0.165824108,-0.036974857,-0.171343185,-0.000815261,-0.773079525,-3.77E-11,-3.77E-11,-0.223027569,-0.379804363
102,-0.764052476,-0.612621749,-0.014218068,-0.036599547,6.53E-12,-0.764052476,6.02E-12,6.02E-12,-0.218169654,-0.049227232,-0.105453636,-0.122537986,-0.260681235,-0.277901468,-0.017047432,-0.507846407,-0.039855672,-0.215401506,-0.00087878,-0.994390077,5.43E-12,5.43E-12,-0.281483367,-0.171242387
103,-0.105522024,-0.084608177,-0.0031921,-0.008258482,7.14E-12,-0.105522024,6.54E-12,6.54E-12,-0.023899783,-0.030912801,-0.01211964,-0.01211964,-0.031080869,-0.034630656,-0.004363629,-0.070137828,-0.026625656,-0.026162308,-0.000762034,-0.467621459,7.13E-12,7.13E-12,-0.034630656,-0.531556761
104,-0.551500273,-0.442196148,-0.008940996,-0.023299439,-3.00E-11,-0.551500273,-2.91E-11,-2.91E-11,-0.272393737,-0.045561434,-0.097600834,-0.138411098,-0.32838214,-0.298455051,-0.015777964,-0.366568319,-0.036887745,-0.27167667,-0.00081334,-0.920340967,-3.17E-11,-3.17E-11,-0.337011065,-0.110277992
105,-0.79654452,-0.63867406,-0.023747747,-0.060105731,-9.04E-12,-0.79654452,-6.21E-12,-6.21E-12,-0.174259963,-0.052303553,-0.103856673,-0.083276431,-0.246251626,-0.261956136,-0.018112765,-0.376809324,-0.042346344,-0.207357059,-0.000933697,-0.824977079,-1.51E-11,-1.51E-11,-0.267818953,-0.453528578
106,-0.180541081,-0.144758896,-0.005098252,-0.014178323,-5.86E-14,-0.180541081,3.71E-12,3.71E-12,-0.056045665,-0.038271903,-0.030641308,-0.030641308,-0.070942741,-0.078263559,-0.01053997,-0.120001102,-0.031307958,-0.059566684,-0.000718713,-0.47704443,-1.20E-13,-1.20E-13,-0.078263559,-0.440970994
107,-0.283763392,-0.227523149,-0.005194998,-0.013604444,-3.99E-11,-0.283763392,-4.18E-11,-4.18E-11,-0.278428354,-0.047223257,-0.10116076,-0.127402319,-0.400046541,-0.311552629,-0.016353454,-0.188610368,-0.038233201,-0.335132616,-0.000843006,-0.930432501,-4.44E-11,-4.44E-11,-0.36379402,-0.257418369
108,-0.389113973,-0.310909232,-0.013095028,-0.033469657,7.34E-12,-0.389113973,7.06E-12,7.06E-12,-0.077662616,-0.041849153,-0.036847965,-0.035857394,-0.10601328,-0.118756858,-0.009198509,-0.256799154,-0.033469804,-0.090483629,-0.000845336,-0.43721372,7.06E-12,7.06E-12,-0.118756858,-0.585141421
109,-0.081477948,-0.065329496,-0.002213333,-0.005741577,5.51E-14,-0.081477948,-1.90E-13,-1.90E-13,-0.042695332,-0.039697874,-0.022847741,-0.022847741,-0.054488187,-0.060301996,-0.008844209,-0.054156337,-0.032752079,-0.045711572,-0.000781442,-0.513238353,0,0,-0.060301996,-0.507678793
110,-0.549498069,-0.440590769,-0.015982966,-0.040932561,-2.98E-14,-0.549498069,1.23E-11,1.23E-11,-0.155267657,-0.048377174,-0.091539297,-0.07536957,-0.213867268,-0.230173819,-0.016753057,-0.355809742,-0.039167443,-0.180616328,-0.000863605,-0.663467381,-4.04E-11,-4.04E-11,-0.233306178,-0.45526951
111,-0.348484975,-0.279417293,-0.010682223,-0.028652006,-2.08E-12,-0.348484975,-1.12E-11,-1.12E-11,-0.043431189,-0.038602003,-0.023853013,-0.023853013,-0.054912501,-0.060571148,-0.009537855,-0.231629172,-0.03158625,-0.045931732,-0.000739103,-0.448952066,-8.03E-12,-8.03E-12,-0.060571148,-0.419407016
112,-0.216077076,-0.173251865,-0.008171923,-0.021276087,1.78E-14,-0.216077076,9.66E-14,9.66E-14,-0.076066339,-0.04364714,-0.035817722,-0.0347248,-0.105684165,-0.118598935,-0.007729015,-0.143620982,-0.034769479,-0.09201864,0.001189388,-0.368127555,-2.72E-13,-2.72E-13,-0.118598935,-0.579330781
113,-0.299166803,-0.239873695,-0.011676946,-0.031897656,6.64E-13,-0.299166803,3.73E-12,3.73E-12,-0.101489735,-0.045824036,-0.057186116,-0.047106088,-0.152475241,-0.169584905,-0.009592489,-0.198848627,-0.036725698,-0.133162514,-0.000643497,-0.401513003,8.71E-12,8.71E-12,-0.169584905,-0.565467702
114,-0.439613351,-0.352484559,-0.008584998,-0.023432598,2.03E-11,-0.439613351,1.86E-11,1.86E-11,-0.188258972,-0.043344376,-0.092243361,-0.101074833,-0.229107659,-0.241340954,-0.015010195,-0.292199905,-0.035092756,-0.190404114,-0.000773762,-0.820237419,2.28E-11,2.28E-11,-0.247976898,-0.246172425
115,-0.0868288,-0.06961984,-0.002009309,-0.005402122,3.33E-12,-0.0868288,-2.43E-11,-2.43E-11,-0.14183442,-0.045668762,-0.081642999,-0.080136221,-0.175816331,-0.191813801,-0.015815131,-0.057712913,-0.036974641,-0.147657377,-0.000815256,-0.66836015,1.20E-13,1.20E-13,-0.191813801,-0.417140884
116,-0.440347333,-0.35307307,-0.008384955,-0.021595101,1.63E-10,-0.440347333,1.61E-10,1.61E-10,-0.045283256,-0.043687797,-0.027242067,-0.027242067,-0.055294335,-0.060250467,-0.012042765,-0.292687764,-0.03592616,-0.045431292,-0.00079719,-0.820823002,1.63E-10,1.63E-10,-0.060250467,-0.3136633
117,-0.497990262,-0.399291508,-0.010591593,-0.027700677,-4.54E-13,-0.497990262,-3.75E-12,-3.75E-12,-0.119200364,-0.043451215,-0.071307698,-0.071307698,-0.145754012,-0.158785048,-0.015047193,-0.331001565,-0.035179256,-0.121064713,-0.00077567,-0.75106095,-5.46E-12,-5.46E-12,-0.158785048,-0.377274491
118,-1.254072494,-1.005522669,-0.023284681,-0.060030472,-1.34E-10,-1.254072494,-1.33E-10,-1.33E-10,-0.308016477,-0.054194711,-0.116094875,-0.137154361,-0.511710985,-0.361298072,-0.018767675,-0.607945478,-0.043877475,-0.426127505,-0.000967457,-1.094733157,-1.31E-10,-1.31E-10,-0.430681765,-0.13700905
119,-0.066639963,-0.053432312,-0.002193174,-0.006260953,-2.22E-15,-0.066639963,3.06E-13,3.06E-13,-0.055847281,-0.039744027,-0.026308808,-0.026308808,-0.074069638,-0.082961872,-0.008308556,-0.044293902,-0.03236424,-0.063707106,-0.000331221,-0.349363771,-1.21E-12,-1.21E-12,-0.082961872,-0.51579443
120,-0.164844865,-0.132173578,-0.006325664,-0.016339052,-3.11E-15,-0.164844865,9.06E-13,9.06E-13,-0.059077373,-0.039311284,-0.02507078,-0.02507078,-0.080803257,-0.091282502,-0.006211918,-0.109568224,-0.03142946,-0.070445933,0.001998299,-0.298856208,-1.03E-12,-1.03E-12,-0.091282502,-0.554260143
121,-0.112616696,-0.090296726,-0.002440364,-0.006254911,4.17E-12,-0.112616696,2.32E-12,2.32E-12,-0.012764435,-0.017329146,-0.007414632,-0.007414632,-0.015815018,-0.017329146,-0.003161987,-0.074853477,-0.015815018,-0.013024492,-0.000742733,-0.633747072,-6.22E-12,-6.22E-12,-0.017329146,-0.358097702
122,-0.512861307,-0.411215199,-0.012513661,-0.034337101,3.36E-12,-0.512861307,7.52E-12,7.52E-12,-0.176593412,-0.044662257,-0.090987843,-0.086428366,-0.236058029,-0.241679047,-0.015466578,-0.340885974,-0.036159748,-0.198477677,-0.000797289,-0.72988036,8.53E-14,8.53E-14,-0.256668355,-0.408870441
123,-0.423821811,-0.339822809,-0.012736853,-0.034361454,9.13E-12,-0.423821811,1.11E-11,1.11E-11,-0.126143513,-0.04515843,-0.074540222,-0.062383811,-0.175942634,-0.193244033,-0.015638403,-0.281703666,-0.036561462,-0.149863898,-0.000806146,-0.540484093,9.31E-12,9.31E-12,-0.193244033,-0.515132735
124,-0.799391941,-0.640957139,-0.014630839,-0.03853117,-3.11E-14,-0.799391941,-4.22E-13,-4.22E-13,-0.214285695,-0.042645281,-0.091353908,-0.113051484,-0.25803458,-0.262810279,-0.014768097,-0.502253555,-0.034526751,-0.213285917,-0.000761283,-0.858821131,2.47E-12,2.47E-12,-0.278455182,-0.125945039
125,-0.88123062,-0.706575871,-0.015853642,-0.041587354,1.43E-12,-0.88123062,3.63E-12,3.63E-12,-0.213051983,-0.044582017,-0.095502745,-0.117220771,-0.254779155,-0.265105173,-0.015438791,-0.528971558,-0.036094783,-0.210399308,-0.000795856,-0.900556736,5.78E-13,5.78E-13,-0.275065622,-0.142364658
126,-0.161149936,-0.129210962,-0.003954003,-0.010413849,-9.41E-13,-0.161149936,-1.07E-12,-1.07E-12,-0.215694793,-0.052470228,-0.11140929,-0.102174092,-0.324594328,-0.308603096,-0.018170485,-0.107112297,-0.042481288,-0.275346971,-0.000936673,-0.817514879,4.86E-12,4.86E-12,-0.333973624,-0.422506777
127,-0.155998684,-0.125080658,-0.004161751,-0.01083205,3.44E-12,-0.155998684,-2.08E-12,-2.08E-12,-0.092673605,-0.04742682,-0.05226211,-0.05226211,-0.115908217,-0.127280924,-0.014976481,-0.10368839,-0.038398011,-0.09736378,-0.00084664,-0.585071834,5.17E-12,5.17E-12,-0.127280924,-0.46753593
128,-0.158668826,-0.127221594,-0.004004174,-0.011325539,-4.77E-13,-0.158668826,-2.61E-12,-2.61E-12,-0.046283743,-0.040334456,-0.025707335,-0.025707335,-0.058282895,-0.064199592,-0.010420125,-0.105463166,-0.032925578,-0.048653806,-0.000762915,-0.567275507,4.02E-12,4.02E-12,-0.064199592,-0.46296811
129,-1.200111882,-0.962256734,-0.023804282,-0.062328342,-3.45E-11,-1.200111882,-3.89E-11,-3.89E-11,-0.043502811,-0.04410643,-0.02688258,-0.02688258,-0.052523259,-0.056993242,-0.012194282,-0.470394604,-0.036180206,-0.042923291,-0.00079774,-0.89795936,-3.46E-11,-3.46E-11,-0.056993242,-0.177092172
130,-0.527128423,-0.422654656,-0.01256981,-0.035033789,2.50E-12,-0.527128423,-2.76E-12,-2.76E-12,-0.0679871,-0.040490228,-0.040438921,-0.040438921,-0.0833658,-0.090945707,-0.013827057,-0.350368965,-0.032781962,-0.068960432,-0.000722812,-0.684086064,-2.65E-11,-2.65E-11,-0.090945707,-0.323879258
131,-0.229168299,-0.183748484,-0.00516247,-0.013873376,-6.94E-13,-0.229168299,1.56E-12,1.56E-12,-0.150673387,-0.042947111,-0.083484935,-0.086314277,-0.184291549,-0.200535916,-0.014872621,-0.152322387,-0.03477112,-0.154015543,-0.000766671,-0.728407551,-4.18E-11,-4.18E-11,-0.200535916,-0.375483985
132,-0.178517001,-0.143135977,-0.005533254,-0.014445234,-9.74E-12,-0.178517001,-9.55E-12,-9.55E-12,-0.102396987,-0.048644611,-0.055879437,-0.054328064,-0.131951474,-0.145625602,-0.013963236,-0.118655747,-0.039935546,-0.112247388,-0.000905176,-0.573145825,-9.87E-12,-9.87E-12,-0.145625602,-0.555465279
133,-0.419518984,-0.336372778,-0.008918996,-0.023266662,-3.69E-12,-0.419518984,-9.34E-12,-9.34E-12,-0.057733997,-0.043355226,-0.034539648,-0.034539648,-0.07064476,-0.077023374,-0.01359641,-0.278843686,-0.035101541,-0.05822885,-0.000773956,-0.789573283,-6.37E-12,-6.37E-12,-0.077023374,-0.336604203
134,-0.196842184,-0.157829215,-0.003260218,-0.00871885,-7.46E-12,-0.196842184,-7.16E-12,-7.16E-12,-0.136034993,-0.042451176,-0.08287318,-0.084533199,-0.163737821,-0.177350847,-0.014700878,-0.130836034,-0.034369598,-0.134993396,-0.000757817,-0.840625106,-5.55E-12,-5.55E-12,-0.177350847,-0.208481932
135,-0.767423257,-0.615324461,-0.013484994,-0.037708794,2.75E-13,-0.767423257,-2.63E-12,-2.63E-12,-0.232950434,-0.039733055,-0.085115392,-0.110516126,-0.30068267,-0.259258887,-0.013759591,-0.489869798,-0.032168935,-0.2499444,-0.000709295,-0.79093655,-4.20E-12,-4.20E-12,-0.296079042,-0.204686098
136,-0.214815069,-0.17223998,-0.004800771,-0.012479009,8.17E-14,-0.214815069,-1.05E-13,-1.05E-13,-0.182399505,-0.043913429,-0.090134956,-0.091531772,-0.234144744,-0.23974257,-0.015207258,-0.142782157,-0.035553477,-0.196667824,-0.000783921,-0.675868737,-6.26E-11,-6.26E-11,-0.254410818,-0.366612917
137,-0.597797649,-0.479317655,-0.009357368,-0.025412084,-6.58E-12,-0.597797649,-3.53E-12,-3.53E-12,-0.14508532,-0.039952326,-0.083023586,-0.091117029,-0.173845418,-0.187993355,-0.013835525,-0.397341017,-0.032346462,-0.142897432,-0.000713209,-0.807036977,-5.54E-12,-5.54E-12,-0.187993355,-0.128137388
138,-0.439762536,-0.352604177,-0.007948775,-0.020912919,-4.60E-13,-0.439762536,-4.27E-12,-4.27E-12,-0.241877244,-0.049057965,-0.105091037,-0.127572037,-0.292348695,-0.298181292,-0.016988815,-0.292299065,-0.03971863,-0.242473433,-0.000875759,-0.980683488,-9.72E-12,-9.72E-12,-0.315555927,-0.202159945
139,-0.605764611,-0.485705612,-0.016877526,-0.046403065,1.25E-12,-0.605764611,3.63E-12,3.63E-12,-0.162344188,-0.046041924,-0.09195661,-0.077547223,-0.230280163,-0.239188724,-0.015944358,-0.353215262,-0.037276763,-0.194250421,-0.000821918,-0.705924092,1.10E-12,1.10E-12,-0.250552626,-0.418792395
140,-0.655398634,-0.525502462,-0.012952819,-0.033944708,4.24E-12,-0.655398634,4.41E-12,4.41E-12,-0.189824811,-0.04560602,-0.096559009,-0.105622499,-0.228586482,-0.246222389,-0.015793404,-0.435626939,-0.036923843,-0.189369749,-0.000814136,-0.885796046,5.96E-12,5.96E-12,-0.247293272,-0.22328587
141,-0.181005962,-0.14513164,-0.00333511,-0.009362004,3.90E-12,-0.181005962,4.04E-12,4.04E-12,-0.190277085,-0.043884081,-0.092656636,-0.107661909,-0.230049394,-0.242137828,-0.015197095,-0.120310097,-0.035529716,-0.191453436,-0.000783397,-0.83759523,-1.03E-11,-1.03E-11,-0.249179382,-0.29174047
142,-0.403184693,-0.323275848,-0.007221256,-0.019056336,-1.16E-13,-0.403184693,1.55E-12,1.55E-12,-0.237517979,-0.047350001,-0.101432268,-0.124623942,-0.289677123,-0.289056065,-0.016397346,-0.267986695,-0.038335816,-0.240828278,-0.000845269,-0.933761244,-1.30E-11,-1.30E-11,-0.309449157,-0.266811065
143,-0.459333977,-0.368296672,-0.012378058,-0.032153967,3.44E-12,-0.459333977,1.54E-12,1.54E-12,-0.191998778,-0.051164834,-0.105024409,-0.091646714,-0.291993141,-0.287864912,-0.017718426,-0.305307707,-0.041424406,-0.247488011,-0.000913369,-0.772653904,1.63E-12,1.63E-12,-0.307428897,-0.45636358
144,-0.295470721,-0.236910154,-0.01205343,-0.030147051,-1.93E-12,-0.295470721,4.38E-12,4.38E-12,-0.099354342,-0.050144344,-0.052563229,-0.045970924,-0.145933406,-0.162869666,-0.009596171,-0.196391935,-0.039962029,-0.127448189,0.000419004,-0.38681491,-9.61E-13,-9.61E-13,-0.162869666,-0.599148938
145,-0.179124609,-0.14362316,-0.005852122,-0.01513519,-4.00E-14,-0.179124609,-1.20E-12,-1.20E-12,-0.016655457,-0.025130558,-0.007662496,-0.007662496,-0.022325293,-0.025130558,-0.00235182,-0.119059609,-0.021922022,-0.018963719,-0.000549521,-0.402483051,6.26E-13,6.26E-13,-0.025130558,-0.587844857
146,-0.786719733,-0.630796488,-0.023410607,-0.061608324,2.81E-12,-0.786719731,-4.86E-12,-4.86E-12,-0.153037095,-0.043686543,-0.087237407,-0.073214307,-0.215459942,-0.225599239,-0.015128687,-0.333267775,-0.035369784,-0.181215297,-0.000779871,-0.678212234,-3.36E-12,-3.36E-12,-0.23453625,-0.405601203
147,-0.223344385,-0.179078836,-0.005138768,-0.01370275,4.17E-14,-0.223344385,3.86E-13,3.86E-13,-0.107321945,-0.04829393,-0.063299135,-0.063299135,-0.131966218,-0.144050791,-0.016724229,-0.148451379,-0.039100047,-0.10993939,-0.000862119,-0.74995259,-2.68E-12,-2.68E-12,-0.144050791,-0.410213863
148,-0.633709221,-0.508111764,-0.017137315,-0.044469437,-1.51E-13,-0.633709221,-8.14E-13,-8.14E-13,-0.160541074,-0.047465958,-0.091527316,-0.079206333,-0.214606814,-0.230500544,-0.016437502,-0.373614869,-0.038429698,-0.180640616,-0.000847339,-0.693315026,4.95E-12,4.95E-12,-0.233989501,-0.453916822
149,-0.182083797,-0.145995855,-0.005548973,-0.014564565,5.59E-13,-0.182083797,5.62E-12,5.62E-12,-0.035969198,-0.036634078,-0.018376957,-0.018376957,-0.04663408,-0.051891789,-0.006678842,-0.121026507,-0.030334873,-0.039336415,-0.000765276,-0.452449947,-1.75E-13,-1.75E-13,-0.051891789,-0.529646608
150,-0.410511166,-0.329150257,-0.008818897,-0.023030536,-6.13E-14,-0.410511166,8.34E-13,8.34E-13,-0.105688741,-0.046484925,-0.064349978,-0.064349978,-0.128324888,-0.139457403,-0.016097769,-0.272856417,-0.037635428,-0.106038882,-0.000829826,-0.852680982,-5.21E-13,-5.21E-13,-0.139457403,-0.295450019
