Element,Stream-lipidcane,Stream-lipidcane,Boiler turbogenerator-BT,Boiler turbogenerator-BT,Fermentation-R301,Stream-biodiesel,Stream-lipidcane,Biorefinery,Biorefinery,Biorefinery
1158,0.03342298636230329,353780.8173526674,0.7981423047490991,0.7483085932045448,0.9145117346945608,1.4248028150253507,0.049664881019342494,-16.167838101870323,-205287.5753701355,2.101712899797873
1159,0.03282422181703827,336697.1634640248,0.8033694369033386,0.8110277796227703,0.9292064368283471,1.4736677299125072,0.051698861927170325,-17.272574835083592,-224225.19992847755,1.960722797628934
1160,0.03682639711470119,323472.4439434459,0.7712838860309745,0.8425248247807149,0.9114909369864181,1.3112847565548995,0.0476545592282369,-14.577721347113847,-184078.84208937112,2.4320435411875887
1161,0.035140543664058964,334946.3218951721,0.78288154242312,0.7858765423902979,0.8801092048838436,1.383953383809008,0.04727476323417937,-14.96813446943718,-190213.03777298197,2.3550633989676535
1162,0.0348164405418509,308765.19298660214,0.7987476077933005,0.8581558376892106,0.9212838491382584,1.4565088517218223,0.04946807161858596,-16.210055477946177,-211054.49022409867,2.170929925301735
1163,0.03283534318315901,331219.1315007912,0.8210049811254675,0.8483774208975908,0.8870154795656561,1.4232798136987206,0.050694575907856324,-19.20222940186653,-256458.91814886493,2.0774795590918025
1164,0.037616681691297664,334368.2049861225,0.7663623150783423,0.8154544975075146,0.9045733958753923,1.3252381864017733,0.05160776484405575,-14.799883874798404,-187742.06713766715,2.4497277304258245
1165,0.03514678016557781,346452.34268984426,0.7736901298961767,0.8628265577436541,0.9097348864297605,1.3685641190494668,0.049543757372020436,-16.49170869838456,-211425.4517905041,2.233738710194017
1166,0.0352987095481201,352409.8695195266,0.8023438260044253,0.8369845173642338,0.8998683649297566,1.3488193846510244,0.04841913087982096,-18.315182664334177,-238899.72826317776,2.262090283976831
1167,0.03568981077111136,332345.72249573766,0.8337167268265145,0.8430961870927464,0.8646900361374539,1.4062796388855792,0.04735958708517208,-19.709075030053096,-264280.4260340994,2.3321701987499788
1168,0.031443243493769736,307541.39900997275,0.8703829135591736,0.7459847212556332,0.9005664647595742,1.3515517894316915,0.047019378452661964,-17.951741315672308,-238312.58049734365,2.1492553708129583
1169,0.03731515527012286,334982.4213876604,0.7821194306605623,0.8322938700010447,0.9136186259041211,1.4291488469720084,0.053062581731296965,-16.419768741908907,-212600.48692176482,2.285961367134409
1170,0.03246178580584534,324448.98936220026,0.7330586662995691,0.8460682075256845,0.8943760631320742,1.4387751400327873,0.054415001461488685,-12.983440940555232,-162244.01119886327,2.0782173734417477
1171,0.0374532885624547,328516.347928102,0.8479158985124065,0.7904654783327407,0.8968661879966929,1.3563162482717888,0.05232131068270643,-19.653048076315933,-263702.58413834835,2.384204279069715
1172,0.032983635246338204,326120.62977620057,0.8034986196270012,0.7718024596498346,0.9211942700242101,1.3675030158339063,0.05337645656784082,-16.157460301979683,-209317.15768230616,2.107910448318474
1173,0.031284861094872364,355542.7510578061,0.8366944324149035,0.8414512518797496,0.9181771540475367,1.3192443426540454,0.04662639312910326,-20.78406049211213,-274895.05402428645,1.99816770408732
1174,0.03307724434336514,352557.4281647674,0.7927413378588293,0.8336684462790376,0.874237867357503,1.3721545519624594,0.04700856317587106,-17.495042846629893,-227171.98029867702,2.195939890669932
1175,0.03651623823640547,317286.75564789906,0.8113772077064811,0.7838489850956276,0.9079708226113027,1.265406400996827,0.05116661358400665,-16.266462050088347,-212039.58678291872,2.4509396236610206
1176,0.03730051188966418,344334.95556359016,0.7696059528070038,0.8097151738864923,0.9283507364445707,1.3577398541291303,0.05120809169028439,-15.161259331605454,-190724.11816209127,2.3372124779622094
1177,0.034468864717878474,329452.0356227861,0.7631988536040675,0.8396621689808413,0.8970911054879727,1.4253118138730254,0.04752645535954865,-14.305093594199139,-179827.76192125768,2.2417472157496485
1178,0.036249544492549246,328992.3543091954,0.7558312819727864,0.8054791256437821,0.8732960817807209,1.4628254129976825,0.049204279441128936,-13.542170663725015,-169859.12179753036,2.375751505626555
1179,0.037845191161517695,309142.134894512,0.8194812777620915,0.8594792794078653,0.9055943391830802,1.2917805628191965,0.05141440121047606,-18.033495111188074,-240360.01247253595,2.4735295975440827
1180,0.03471322923399667,354437.55567259167,0.7509130830726245,0.8449448376252188,0.889543316431321,1.3917569101582816,0.048534441473598935,-14.765573028957947,-184635.9292470602,2.2567919234196543
1181,0.0352367665354558,323586.3131362924,0.7339371370911872,0.7703374901286003,0.9068536752876128,1.3177571067984293,0.0476727700183345,-10.957220165071144,-128580.16559499137,2.4042669880092014
1182,0.033868758651586325,327614.84048884315,0.7477339919015424,0.8710831175608778,0.8716446011019936,1.426810246877033,0.04713637400686706,-13.776757767858452,-173131.25329690988,2.2749789947392074
1183,0.03592069634107468,357954.01971419266,0.7518003386362629,0.8799314421034056,0.905055971664717,1.4419847427402528,0.050916310819693174,-15.868550677586748,-201097.17248853078,2.2012399105243325
1184,0.036284257130899396,347997.75954937923,0.8341891826517218,0.8436974201419863,0.9303216699314557,1.3884948387375884,0.051411149171382974,-20.875571158487805,-278128.377023968,2.161046518955193
1185,0.037214274250966455,342362.5805626601,0.740242618487559,0.7883530709517164,0.9232017097731635,1.3846376846535335,0.046744730591175364,-12.101661014504298,-142778.71348549702,2.395214779435695
1186,0.03284044984102389,343951.79084737867,0.7984844876036479,0.7466940528426772,0.8717513197297494,1.3814948618066711,0.04823212435299313,-15.758382969802136,-201979.27379449614,2.2250733299327297
1187,0.03145018621246347,332472.7800358718,0.870000052044704,0.8108710418762785,0.8721996332007761,1.3707274070376951,0.0517076908020785,-22.011945740320385,-300528.842798463,2.0295167117157717
1188,0.032857338002868844,318275.35806291923,0.8451179830827704,0.7493314379089855,0.912673449670396,1.3824230160211841,0.04867521038884796,-17.29133360189394,-226748.40179708553,2.1532643056852643
1189,0.035805545353895,360398.6978146436,0.7574869700931401,0.8259179149354892,0.9057831762158214,1.3552898250408336,0.046361218874782346,-14.742075852658816,-181942.15042689233,2.3195045904279215
1190,0.03428543553056778,339339.10193689796,0.7734832817118819,0.8566567214841829,0.9042906732693298,1.352142721234261,0.04714178562994954,-15.703001081503148,-199616.96015491657,2.240355708800368
1191,0.032242772358156334,345919.36249765963,0.7871264237277834,0.8267825960451763,0.9094668893359951,1.2837347135117185,0.05060384825637848,-16.88761072364701,-217892.07927062482,2.134948107642361
1192,0.03498795900418968,337946.81700097915,0.7914218950913243,0.8139830897011862,0.8957630002853353,1.4288691425522386,0.05097447096303402,-16.66721802694629,-216257.08872103968,2.2042105691316447
1193,0.033584270568675426,308248.8759951928,0.8109748299375893,0.8025951839246106,0.899995117443656,1.4413003951776233,0.048355098878960764,-15.852009584840959,-206296.18037638394,2.1927283959413297
1194,0.03473293070154918,320030.995557509,0.7427568439724144,0.8523780276675944,0.8811219870858318,1.3241730949548556,0.051908130522361706,-13.353670166902011,-168375.9487105804,2.370399987427199
1195,0.032001408080004415,354527.43067439436,0.8216441071774592,0.8165860078888341,0.8794829062677552,1.3354489247981853,0.04716582609787783,-19.33289074519453,-255015.7520900804,2.132166036671356
1196,0.035754356577238904,347650.5574824789,0.7971882837289876,0.7979552459010495,0.8720962233867761,1.2859063078741253,0.04688374452677167,-16.792482610214,-217051.67227012853,2.4459866261731396
1197,0.036243392741057076,338241.1883216608,0.7960813393714898,0.7911438936565985,0.9336670229773085,1.3951087592028695,0.05036452796887038,-16.207345101334713,-207042.38328244298,2.241453619671293
1198,0.034739570062833326,349457.7415445586,0.8243307784980164,0.7670747601741174,0.9175805704741297,1.328977381114656,0.050382018198113415,-18.256930357240737,-238035.37765458488,2.2172148849097795
1199,0.03308636164250986,334144.4372966175,0.7598393908422703,0.8196157812412276,0.9019015053251914,1.4016929952943924,0.04902954875657438,-14.084773300815721,-176069.86796034998,2.157745111786942
1200,0.03334122548560553,332414.756832096,0.743386559874237,0.7475409652692223,0.8589079884683893,1.415044337112776,0.0481400595939458,-11.826384574346253,-143488.4967952534,2.3177573477201556
1201,0.03373675131370612,329477.6416912169,0.8049496803827704,0.8622378987150028,0.8708659080708392,1.3528054410653627,0.04832113942974755,-18.01800593192937,-238569.1801658213,2.2628059181125844
1202,0.03245851429609388,345331.20584101084,0.8271728227942865,0.8177562144398309,0.8961092569006377,1.305986361209483,0.05200489201702056,-19.859777716946585,-264861.84969175275,2.1093321005959322
1203,0.03400377756647639,327272.07292303006,0.8160465401907693,0.7568051720490878,0.9001876514631808,1.4285537537161859,0.05428135092241047,-16.911527119260665,-222025.38958914287,2.1395637883309004
1204,0.03701545776767141,349701.65917890257,0.8168225269612311,0.709910491749927,0.8973503082878064,1.3626262475225852,0.04892004214902918,-16.30648960669934,-208609.11858542543,2.4157093568476897
1205,0.037589713240101484,351098.2569787761,0.8255236856347459,0.7809424068853998,0.9123896283365311,1.3527397576845632,0.05037656920747949,-18.80319000141814,-246553.9881410157,2.359034990332771
1206,0.0368439151569734,358301.3067170895,0.7742855688364985,0.8121902999447724,0.9306629155988818,1.3899011270430635,0.050734357241728784,-16.100103860993297,-203188.04092885446,2.254214579613072
1207,0.035068944086319935,316113.62520178745,0.7430207930088228,0.8350817925323866,0.9098942580947909,1.484785170240732,0.04605156290632371,-12.02796900577525,-145405.71181075915,2.2661562223774054
1208,0.03147585090020459,340317.78965697734,0.7897855647064644,0.8259810222055766,0.8858241211787256,1.4932698671362128,0.049585622290674355,-16.797074311119854,-218113.89825503583,1.9788937089562135
1209,0.036530759195556185,358681.8123388795,0.7822650078711433,0.8111895106083217,0.9255305952891971,1.3281243718853755,0.051949497038557904,-16.899841873311217,-216100.02970646037,2.279734697734729
1210,0.03287276717456491,332070.5796034945,0.8356133941479782,0.8120364809616842,0.8988152494960188,1.2911817960030108,0.05382227466843865,-19.778330386728012,-265544.7702906621,2.1439150501818136
1211,0.03525994823895009,319136.36746596196,0.8093470896832666,0.8516103557728018,0.8933836567961936,1.3028632712218013,0.04981871358238518,-17.592012445693573,-232520.37040516804,2.348677723976593
1212,0.035959583702386,328811.42398441397,0.8008972164919471,0.7991983255056716,0.889005327722226,1.376591424396467,0.049183119322294425,-16.350860074961744,-212336.05537391634,2.3631113183114265
1213,0.03746981859658972,331970.16605706245,0.8341072945593123,0.8079775358733717,0.908158092483777,1.4539174283224003,0.050808484419878015,-19.08296720318984,-253498.37262787588,2.281082545859567
1214,0.03376265522930704,335867.747605796,0.8724387377016546,0.8299865489241283,0.9067530989473237,1.3767110893146304,0.051312724957491646,-22.681484706322237,-308632.29195533827,2.071187728457663
1215,0.033894542110192535,342193.0604068394,0.8129744599915827,0.8356901690638322,0.8990727803425113,1.3140524403730194,0.05138858251510301,-18.97167913544187,-251236.61617328008,2.1956804245381507
1216,0.03775921652582372,318567.9611037994,0.8135181766552251,0.823145148789889,0.9250661239771234,1.447264576728383,0.04802256294184738,-16.796169845538905,-218263.51374153228,2.329553584297338
1217,0.03203151012233878,339495.71753939294,0.8418860088654055,0.7873190549812449,0.9211842481717577,1.2904719226777037,0.05072962036049046,-19.445938606015144,-257489.04184395928,2.0787106451083317
1218,0.03649921184656779,313388.35424705956,0.80688648239518,0.8399224997884933,0.9041299698188945,1.3840314732830457,0.05353653984060436,-17.298208286072448,-229238.43450195217,2.317618412313793
1219,0.03124482913904601,337547.99715670303,0.8533468826421138,0.8545947590249652,0.9000017793438302,1.404411467716169,0.047156601582016504,-21.469608727573036,-288835.2261044155,1.9653969007429453
1220,0.03137256289977644,323868.6553268495,0.7504028134489522,0.8497258850215221,0.9011780682456497,1.357615188896253,0.05252876364450822,-13.96833875900495,-176624.60399939664,2.0831575260489443
1221,0.036523868872120176,337995.98279448063,0.8248249481855225,0.7967514190427061,0.9190850388323263,1.2970967835265015,0.04958365474486516,-18.27275490273847,-239346.44560476593,2.3473897174931806
1222,0.035377883956694854,319256.56262980343,0.7829271653188885,0.7964346942204511,0.896134474273958,1.3900717800013214,0.04844111155586242,-14.513468503581175,-184626.68519936135,2.343882191562914
1223,0.03753022671638582,330730.473916228,0.756984664294324,0.8502546640866492,0.8661688509152314,1.437673475447315,0.04923138187273895,-14.539992384009343,-185389.29159432696,2.4641343767484467
1224,0.03644367573874381,349544.36594902014,0.7680746896894988,0.8143978006522741,0.8995068825582174,1.296990130157338,0.054666232170041025,-16.037260994821995,-206219.72561480434,2.367562420071874
1225,0.03515558807632475,310397.49801413546,0.8073593202050762,0.7728180874345157,0.9276571850861787,1.3574915260110836,0.052211199576502186,-15.451958071118783,-199662.87323572935,2.265061169566029
1226,0.034146055017105006,340726.83157920354,0.7673282005779785,0.8088047234861727,0.9271490446339842,1.341020674744544,0.05253449896426649,-15.007709299123642,-189289.96827651365,2.167457757026285
1227,0.033386329662892976,352012.69940001157,0.8062149285799028,0.8024155619214437,0.8937430787442626,1.3869272251350144,0.04836724431652281,-17.823824394520692,-231712.25296427432,2.1553948187466276
1228,0.033902619469081095,345112.7851242775,0.8122369003020697,0.8181605303763885,0.8917673289122447,1.3674477977054782,0.04873771418922805,-18.324233407026703,-240430.32691694173,2.193310152936061
1229,0.03781741019009303,331165.23735712934,0.8037766016066842,0.7775685611824564,0.8968901144013699,1.4385627374266343,0.051923253181805504,-16.5011235435951,-214721.79665312095,2.371694412148613
1230,0.032153522366038155,338862.2212705488,0.8350055418864246,0.7426515408770019,0.8802812182667633,1.3221304800817812,0.05498102533014509,-18.603947474917863,-247956.87190190563,2.133366400667343
1231,0.03653373202550758,359205.0961147462,0.8061445589131453,0.8032453651496078,0.9017846127802912,1.476387838560524,0.0490861650561003,-18.25683424053066,-237274.06770680944,2.220311421331046
1232,0.033498177562042854,323004.0270853003,0.7987657075744095,0.7845624967827767,0.9381399593125068,1.2953392296470005,0.05125732270332202,-15.600348372498525,-199647.61369400093,2.1845593955609885
1233,0.03139133272461423,334118.92597955675,0.8517211075200494,0.7260285659455259,0.8941707590275084,1.4604852476557246,0.05283411484107346,-18.612788849804467,-247292.8844802649,1.9660836700941813
1234,0.03371710634498272,338221.7397076053,0.8611130251520193,0.8283783763760104,0.8833894150412852,1.4431771708374332,0.047363589787504115,-21.52627622021001,-290588.58449055924,2.116478187564538
1235,0.037691125213282495,341093.2519759366,0.7913974225311806,0.7912611735638152,0.9203979467734925,1.425844029227766,0.05286528044564611,-16.4429706829545,-211787.24973804268,2.2947299927762552
1236,0.035524894056344125,311113.21260819025,0.8060398437355978,0.8507549775944395,0.9155432180493657,1.4030655642178564,0.051334668773701374,-16.974520166509542,-223365.9151557076,2.240841450993767
1237,0.036449100400646126,341285.879522081,0.818642706630118,0.8474619094038525,0.9178536729961255,1.401349929040446,0.05150091484879659,-19.5073932298979,-258601.32548797253,2.2055982466939463
1238,0.03235003728643323,325671.528760002,0.8204886597184409,0.7519756345291634,0.9074659652102712,1.3933277039611853,0.0502025712743912,-16.445943283975673,-213495.86846930246,2.10749887386924
1239,0.032856652657210335,341193.79966726707,0.8391025770017713,0.744150669524936,0.9058009932578426,1.32445556223745,0.04792908007298683,-17.966632774057793,-234466.93676135762,2.1867758943851037
1240,0.03438754092006629,317802.727355227,0.7850261628422924,0.8427022218326317,0.892088344871755,1.4163568675981897,0.05334379353163889,-16.139038483230696,-211403.7949299806,2.2020053350987037
1241,0.0363620781878269,352400.0781354676,0.7351688472136026,0.8669757198029931,0.9385883222565603,1.3316197598004147,0.05146553314232843,-13.915836825762712,-170104.0309512287,2.271404190442184
1242,0.03365105000823894,319966.79938867775,0.8459374896994387,0.8302669776942078,0.888583482066015,1.338337986718702,0.049971364512948785,-19.717872113005114,-265418.25485179364,2.213392748748057
1243,0.03251038460438568,315527.6061007251,0.7933080767690941,0.8599801775381868,0.8685697045360873,1.3703473979300635,0.04998343056575222,-16.634654463581764,-219457.68627687864,2.208258162276632
1244,0.03309289896784287,344919.5103274052,0.7624139516117945,0.7281416858777987,0.8931385559755712,1.3882903194478404,0.05067796346807208,-13.268037403431713,-163208.9780990997,2.196026626703228
1245,0.032252847226821396,341885.9197803526,0.805216774780257,0.8581863601010904,0.8888095052067915,1.4133453238940736,0.046902913926478745,-18.295743132187496,-240043.3510728433,2.085869928522318
1246,0.03669267024870213,320114.63117992604,0.8245058473598372,0.7569856685758066,0.8910784817322814,1.3539870738421556,0.04875385229101848,-16.431068233867993,-214364.34527612323,2.4455656907516086
1247,0.03643357789965604,347981.4240825608,0.8071207709202608,0.7837715932875273,0.9216569710594708,1.3787058967147778,0.05237917080326434,-17.641151425936965,-229157.00957603546,2.250568473065213
1248,0.0322060764695563,350417.2489419577,0.7902359686777931,0.8522693508596987,0.9121895713584649,1.3499621014907177,0.050359030771405563,-17.840007029114926,-231819.7334209406,2.0512979712952464
1249,0.03151970902883555,304945.3220949479,0.8078698574585732,0.802279084778664,0.8930138467768295,1.4198044011567288,0.04535966835600715,-15.14973211427198,-195455.05080268544,2.1568065286745015
1250,0.03785536540310141,329160.5578718687,0.7942004576890155,0.8092408259696453,0.9031412789992304,1.374886014350297,0.053331825002001884,-16.59476412210655,-216570.56589139768,2.4021819311747996
1251,0.03526266578639388,329598.46858835657,0.8219149272183676,0.8695557043423178,0.9102415649637394,1.310984050320991,0.049577827371460104,-19.34473796301622,-257347.24257624964,2.2611014302495307
1252,0.032874459612234494,330328.7080033,0.798258559883696,0.8455065211129662,0.9218000275673054,1.2657121848438135,0.05193790922220654,-17.404986036074668,-227525.1582745053,2.153882510091396
1253,0.03695915069712961,335252.55916896183,0.86823586497894,0.8257053802217982,0.8951471448221568,1.4407833235326366,0.05016696547202491,-22.116079053884388,-300210.82214103243,2.2432586125154406
1254,0.033559470013389,309531.058741457,0.7435274007177282,0.8638689879869612,0.8813477525679104,1.4395748030130622,0.053947608727933374,-13.401087597136332,-170904.5191125973,2.1983894798341854
1255,0.036812744378511744,330146.62454475515,0.8304688016155407,0.827507988526498,0.8827138268145468,1.385327296745091,0.052397925137579286,-19.584256699261672,-263161.0052008136,2.339312526679119
1256,0.03587589567889359,356346.26827613264,0.8331174856049807,0.829447213910772,0.9060248163753869,1.3117208960823608,0.048286799614711495,-20.602968336588123,-273223.52042172255,2.277422113310087
1257,0.03402943573637454,327940.6182761553,0.8229483448990065,0.7208902249325427,0.9027590302217564,1.4017572866655452,0.04941269074603085,-15.928620654118882,-205298.28341767497,2.2285223129293765
1258,0.03423000958513059,325637.29398346384,0.8045059569327658,0.878686408368794,0.9381696142157389,1.3463515191653386,0.05057989113747161,-18.001375076650408,-236064.98427563204,2.127709692398574
1259,0.03218226478523131,321865.6889947351,0.7851980350594527,0.7946549003758492,0.8744778976268015,1.3160726163967136,0.05174202927957014,-15.28694473542151,-198220.22271911314,2.2359370365709297
1260,0.03295731629575763,338417.2801205259,0.7948787986338121,0.8783302590084903,0.8842930628835171,1.4112002540845385,0.04904681014209549,-18.119450416450725,-238584.6050147095,2.110869603649034
1261,0.037931388326387316,338584.8838645691,0.8126306659533686,0.7512866981110063,0.8804499374724184,1.356595403808794,0.046936410848733984,-16.3134540731973,-210401.1892118016,2.528730489035976
1262,0.0341266129563075,357238.4531962963,0.7799030887391628,0.8362538891159395,0.9329551381127368,1.4609538421160735,0.046355372585624714,-16.304072937343143,-204839.37602568493,2.076480866374379
1263,0.035163766951650216,340539.21623388614,0.8357097932057039,0.7984834197606735,0.9051255515574566,1.3538297553899041,0.047714562609072995,-19.025187346134242,-250761.85953225722,2.2624626549289553
1264,0.0323726568292208,312793.1572297214,0.7931928587047792,0.8750635319349404,0.9004395308553874,1.4425790051736722,0.05288495260098418,-16.979314833837446,-224391.2601145944,2.0358173961861477
1265,0.037183778704867124,323152.82630276174,0.8276716314231298,0.7732378678160076,0.8792338387237706,1.4129390188038575,0.0543199678770544,-17.945885467627598,-239476.0248267814,2.3831189701842104
1266,0.03789187274091088,359044.673564163,0.787301160838673,0.8546395979628826,0.9321346715634428,1.3137997518872728,0.049844382268485865,-17.879379674826023,-230060.11723015204,2.3404280154172343
1267,0.033123407273067944,349223.207785531,0.8347399592079497,0.8383107726089034,0.8708102813628212,1.3424416188684154,0.05479418625426772,-21.77611837047921,-296035.90235412953,2.1048482146554255
1268,0.031606768051363934,338555.97784137714,0.7983028001627503,0.7805355771970705,0.9023904230195268,1.350670330625199,0.050478502586416854,-16.347892428287977,-210830.9675950966,2.0833859106675328
1269,0.037339087872102404,331261.90983443335,0.80126950548817,0.8222797355111537,0.9132186720530925,1.39311716327772,0.049042552454385595,-16.82077900481993,-217978.28896544804,2.350640395246118
1270,0.03125335919700767,330881.7006864627,0.7500882928675032,0.8588093859756858,0.9126421669345331,1.3582061901827682,0.04874111887697948,-13.821234389424564,-171815.4405889551,2.0717406276981882
1271,0.0369930317156083,339652.1266719478,0.7783584374293467,0.8451468705907056,0.9236920723502497,1.3012515673714427,0.04754590473421788,-15.78597959033291,-200035.07276366037,2.3869889581343613
1272,0.032302644238200125,352506.5461808796,0.864107166187746,0.7577141206978246,0.9049567984730249,1.3683814938033902,0.049305096976970164,-20.817388596315105,-277406.3517369642,2.054619392705021
1273,0.031183188586808068,354975.1126180613,0.8080789549027042,0.7347825440433775,0.9269568665615143,1.4260512858140344,0.05171246203550915,-16.77960971453689,-214560.90184432385,1.926836986487228
1274,0.0336298224071707,332926.89404287643,0.7887270508068536,0.8135650349316756,0.9065177103427805,1.271592491296738,0.048571345908190025,-15.830178961879463,-202684.5552941895,2.2667597561616732
1275,0.0329341366484127,350210.93459651514,0.8069291244324522,0.8249335789820501,0.9033111049413945,1.433702000432714,0.04540534694721218,-17.800134021203075,-230137.93098375466,2.0985811426348873
1276,0.037067109360536796,341388.5971573042,0.8100819656074904,0.7541564404174539,0.8695018870705736,1.4493310219975621,0.05137377131002991,-16.981569200265294,-222196.97073115798,2.3795741315792713
1277,0.03409711167344535,345018.7378969918,0.7480460711652058,0.796879131352053,0.8861943469612639,1.4214028651661232,0.050515589039981316,-13.59504080302828,-168568.20684712523,2.2235056357352225
1278,0.035428925477562684,313039.94404226233,0.8322494549021349,0.8044620157643773,0.8641191090155071,1.3616256383493948,0.0491536534600785,-17.8175497709833,-237956.01363800053,2.4132200220166733
1279,0.033739656677609704,349756.35800367943,0.8005743733166741,0.8078039690439379,0.913176400242405,1.3231616693395576,0.048470480428682156,-17.313698552185755,-223099.7145983249,2.1872427914574777
1280,0.03638517004436207,328909.4388107942,0.8245178532130896,0.827647279478672,0.9355164875733979,1.3078478424762114,0.049299130274542594,-18.322009483678745,-240277.53725687205,2.29147161239447
1281,0.036496778706045105,326480.391306626,0.804336929311327,0.8148603228663839,0.8873079539825649,1.434069107742785,0.05089364749138784,-17.03747538391651,-223740.73996410432,2.324388297064007
1282,0.03585195805470291,334791.55953355896,0.7552925574054821,0.8253228663278115,0.9071254767802205,1.2813082956449795,0.04753722868181697,-13.668860925676197,-168953.8098760621,2.413883790663302
1283,0.03272339202633462,336069.0468216592,0.7787554809529278,0.8305770269373677,0.8667461202205117,1.3941596885100993,0.050089082619886434,-16.083237387542653,-208711.03294768088,2.18284997374958
1284,0.03761084058266342,346248.4037581021,0.8734970961779103,0.8443785275794835,0.9341838512608105,1.285024023918419,0.05137266355265993,-23.709003379204546,-321737.3942739585,2.2757138436137883
1285,0.03616329546853407,341407.1316364987,0.8334018609301025,0.7975062122250108,0.8521244422431017,1.4731128984540782,0.04893964096816355,-19.394467615364373,-259507.49646062707,2.331776235462989
1286,0.03314547502131274,344834.91253336665,0.7724745778930932,0.7484040009768942,0.9006485961813159,1.4562548076910293,0.051863535265735956,-14.420885316016847,-180960.90320061764,2.0977624211089445
1287,0.03657434848446383,351388.65671175695,0.7701853761044772,0.7996157414826929,0.9011365046024328,1.3886478807003657,0.049186356523121005,-15.2154823867956,-191527.59403862676,2.343001191757208
1288,0.03324379905503515,361369.0658835976,0.7836931589483727,0.731476572320481,0.9119676653918464,1.3635501380035275,0.050297098619414886,-15.256430492022053,-190709.17367115006,2.146146076679617
1289,0.034970501669409335,346676.6637558883,0.8010580035900348,0.8744332696706958,0.8916159272152879,1.4381957464205695,0.0501695939675741,-19.075954397501967,-252230.4334971465,2.1528077830649996
1290,0.03377722491251614,336282.23972657335,0.7510344550669756,0.7368620930930919,0.8774687387319764,1.434380229159483,0.04988953210512899,-12.36556345131148,-150888.0669091203,2.255807449752008
1291,0.0354377882606874,326251.41962041275,0.8464629220832818,0.8560072671535742,0.9000365202772583,1.3581310115986232,0.05187177964810451,-21.003109732482997,-284419.9145024846,2.220080075699054
1292,0.0345839229378443,355391.22137569834,0.8102121333143047,0.7392295143235001,0.9080811084611463,1.3350634298825064,0.05128624318196618,-17.097644791073744,-220270.31270724186,2.2321729997790634
1293,0.03283133589154485,341853.6324908653,0.8551064095628427,0.8480572846564006,0.922752949504037,1.2811755301818366,0.049116124549398045,-21.855809574750225,-293615.3212251555,2.0829672725951114
1294,0.03583872439596071,339634.2744482504,0.7739535674574046,0.8136427158769323,0.8897731391368894,1.392087013860789,0.053110208425130964,-15.829910373753354,-204109.9999132532,2.2873001479218904
1295,0.03281252559394584,328206.8469443934,0.8010964170382501,0.849373689989171,0.911001960233417,1.3335675027041165,0.0523830713928828,-17.70809259853215,-233084.7210717592,2.108336459433454
1296,0.03638127088616268,332186.3796698855,0.8388451502678003,0.8332056047883221,0.8863450158945306,1.4106826150065586,0.05281567252364874,-20.48190799505277,-276663.76429048297,2.2591262505290706
1297,0.034811212822801606,344314.6776923541,0.8082542744887976,0.8233532544437808,0.9146564245359583,1.397006052587993,0.050032726509031934,-18.15385336161327,-237112.3873713109,2.1665715309077225
1298,0.032821703071659894,333993.4864890024,0.8179390131386797,0.8458685714072172,0.8644560120558731,1.3590216674767455,0.04594235262113093,-18.535450945127224,-245591.03431962113,2.2254789005646245
1299,0.032090937706468044,328243.9024012198,0.8286054137157165,0.7928066871918683,0.9398468263753098,1.4556711422525217,0.050442803798867605,-17.898326364369805,-234033.8802222962,1.9437694135698782
1300,0.03694498165312586,332945.2224128109,0.8389073676785117,0.8153155589551094,0.8629417022262753,1.4349062105594648,0.04864663537678382,-19.62080485779458,-263272.32548990176,2.381183341580277
1301,0.035125011051426305,329540.88384179707,0.8536397115024746,0.8243503923966955,0.911777809751677,1.4140525926634182,0.048398487970250634,-20.321576414601232,-271956.25454490876,2.1776474237199093
1302,0.03794370016906769,336565.25787428836,0.8305018735296703,0.8525028020850023,0.9251419533876611,1.416655187187908,0.05397198704099594,-20.558107205308147,-275737.78824755363,2.2305285562476254
1303,0.0358330111337136,324672.426238719,0.783075671724975,0.7958006377085433,0.879070974502641,1.3503214520744258,0.04712056233664484,-14.692199862437885,-187171.87762880372,2.4404637792517527
1304,0.03696875405570138,334569.3824319525,0.8625171652979939,0.7647959763580938,0.9116059007254576,1.4174043887712595,0.05222897603468758,-20.207580243862058,-270751.78411013616,2.2598622777363433
1305,0.034564254163491584,343118.0953052995,0.8406039551766632,0.8209516668448282,0.8880023732758061,1.4082669242133512,0.04867853935828087,-20.336700632553953,-271845.8295576544,2.185281601369848
1306,0.03491138937122697,341229.35405554855,0.8284951179980891,0.8859596675546368,0.9395819519184903,1.4244775743595937,0.0524899706134878,-21.193014056525893,-283751.87019426347,2.0173643645050583
1307,0.033333220525276305,326797.59323792614,0.8006483387664887,0.8731197582244073,0.9170986950302779,1.3841602233725396,0.05107041477931625,-17.875747281676926,-235129.1957010609,2.085598327295912
1308,0.0333054477357491,340892.6214843895,0.7488976258420893,0.8639645835687301,0.9048188005720645,1.312952440821715,0.05129803180320755,-14.657557520554505,-184665.75290862838,2.19442020323063
1309,0.032531672003979266,342086.45247405325,0.79365894569651,0.8540937230874962,0.9070735292562085,1.381053507933,0.05104846386995923,-17.84340719120505,-233359.69974395126,2.055314074102567
